likun1000003,72,2017-01-01 08:00:05,0
likun1000003,82,2017-01-01 08:00:10,0
likun1000003,103,2017-01-01 08:00:20,0
likun1000003,88,2017-01-01 08:00:30,0
likun1000003,94,2017-01-01 08:00:40,0
likun1000003,118,2017-01-01 08:00:50,0
likun1000003,78,2017-01-01 08:01:00,0
likun1000003,108,2017-01-01 08:01:10,0
likun1000003,116,2017-01-01 08:01:20,0
likun1000003,77,2017-01-01 08:01:30,0
likun1000003,116,2017-01-01 08:01:40,0
likun1000003,84,2017-01-01 08:01:50,0
likun1000003,65,2017-01-01 08:02:00,0
likun1000003,122,2017-01-01 08:02:05,1
likun1000003,120,2017-01-01 08:02:05,0
likun1000003,101,2017-01-01 08:02:10,0
likun1000003,87,2017-01-01 08:02:20,0
likun1000003,88,2017-01-01 08:02:30,0
likun1000003,111,2017-01-01 08:02:40,0
likun1000003,76,2017-01-01 08:02:50,0
likun1000003,95,2017-01-01 08:03:00,0
likun1000003,111,2017-01-01 08:03:10,0
likun1000003,87,2017-01-01 08:03:17,0
likun1000003,71,2017-01-01 08:03:20,0
likun1000003,112,2017-01-01 08:03:30,0
likun1000003,119,2017-01-01 08:03:40,0
likun1000003,83,2017-01-01 08:03:44,0
likun1000003,88,2017-01-01 08:03:50,0
likun1000003,116,2017-01-01 08:04:00,0
likun1000003,79,2017-01-01 08:04:10,0
likun1000003,117,2017-01-01 08:04:20,0
likun1000003,90,2017-01-01 08:04:29,0
likun1000003,77,2017-01-01 08:04:30,0
likun1000003,112,2017-01-01 08:04:40,0
likun1000003,79,2017-01-01 08:04:49,0
likun1000003,86,2017-01-01 08:04:50,0
likun1000003,95,2017-01-01 08:05:00,0
likun1000003,69,2017-01-01 08:05:10,0
likun1000003,80,2017-01-01 08:05:20,0
likun1000003,117,2017-01-01 08:05:30,0
likun1000003,107,2017-01-01 08:05:40,0
likun1000003,97,2017-01-01 08:05:50,0
likun1000003,63,2017-01-01 08:06:00,0
likun1000003,125,2017-01-01 08:06:02,1
likun1000003,120,2017-01-01 08:06:03,0
likun1000003,103,2017-01-01 08:06:10,0
likun1000003,137,2017-01-01 08:06:19,1
likun1000003,120,2017-01-01 08:06:19,0
likun1000003,82,2017-01-01 08:06:20,0
likun1000003,63,2017-01-01 08:06:30,0
likun1000003,92,2017-01-01 08:06:40,0
likun1000003,67,2017-01-01 08:06:50,0
likun1000003,65,2017-01-01 08:07:00,0
likun1000003,140,2017-01-01 08:07:07,1
likun1000003,120,2017-01-01 08:07:08,0
likun1000003,84,2017-01-01 08:07:10,0
likun1000003,107,2017-01-01 08:07:20,0
likun1000003,89,2017-01-01 08:07:30,0
likun1000003,90,2017-01-01 08:07:40,0
likun1000003,134,2017-01-01 08:07:40,1
likun1000003,120,2017-01-01 08:07:40,0
likun1000003,79,2017-01-01 08:07:44,0
likun1000003,88,2017-01-01 08:07:50,0
likun1000003,98,2017-01-01 08:08:00,0
likun1000003,92,2017-01-01 08:08:10,0
likun1000003,119,2017-01-01 08:08:20,0
likun1000003,105,2017-01-01 08:08:30,0
likun1000003,113,2017-01-01 08:08:40,0
likun1000003,76,2017-01-01 08:08:50,0
likun1000003,94,2017-01-01 08:09:00,0
likun1000003,114,2017-01-01 08:09:10,0
likun1000003,81,2017-01-01 08:09:20,0
likun1000003,104,2017-01-01 08:09:30,0
likun1000003,115,2017-01-01 08:09:40,0
likun1000003,67,2017-01-01 08:09:47,0
likun1000003,80,2017-01-01 08:09:49,0
likun1000003,85,2017-01-01 08:09:50,0
likun1000003,64,2017-01-01 08:10:00,0
likun1000003,94,2017-01-01 08:10:00,0
likun1000003,110,2017-01-01 08:10:10,0
likun1000003,98,2017-01-01 08:10:20,0
likun1000003,116,2017-01-01 08:10:30,0
likun1000003,69,2017-01-01 08:10:40,0
likun1000003,83,2017-01-01 08:10:50,0
likun1000003,2,2017-01-01 08:10:53,0
likun1000003,7,2017-01-01 08:11:00,0
likun1000003,10,2017-01-01 08:11:10,0
likun1000003,11,2017-01-01 08:11:14,0
likun1000003,63,2017-01-01 08:11:20,0
likun1000003,136,2017-01-01 08:11:23,1
likun1000003,134,2017-01-01 08:11:30,0
likun1000003,120,2017-01-01 08:11:30,0
likun1000003,135,2017-01-01 08:11:38,1
likun1000003,147,2017-01-01 08:11:40,0
likun1000003,120,2017-01-01 08:11:42,0
likun1000003,61,2017-01-01 08:11:50,0
likun1000003,101,2017-01-01 08:11:55,0
likun1000003,72,2017-01-01 08:12:00,0
likun1000003,110,2017-01-01 08:12:10,0
likun1000003,78,2017-01-01 08:12:20,0
likun1000003,110,2017-01-01 08:12:30,0
likun1000003,69,2017-01-01 08:12:40,0
likun1000003,67,2017-01-01 08:12:50,0
likun1000003,73,2017-01-01 08:13:00,0
likun1000003,93,2017-01-01 08:13:10,0
